genome_id,antibiotic,resistance,source
1094162233,Clindamycin,Susceptible,NCBI
1279560989,Ampicillin,Susceptible,NCBI
1313.45557,Vancomycin,Susceptible,BV-BRC
1313.46497,Erythromycin,Susceptible,BV-BRC
470.7709,Ampicillin,Resistant,BV-BRC
28901.23756,Gentamicin,Susceptible,BV-BRC
1280.52347,Vancomycin,Susceptible,BV-BRC
2700865302,Tetracycline,Resistant,NCBI
2277026329,Meropenem,Resistant,NCBI
1733.7392,Ofloxacin,Resistant,BV-BRC
3243097542,Ciprofloxacin,Susceptible,NCBI
2154153047,Meropenem,Resistant,NCBI
1773.8523,Ofloxacin,Resistant,BV-BRC
485.5401,Cefixime,Susceptible,BV-BRC
2862611456,Penicillin,Resistant,NCBI
485.5570,Cefixime,Susceptible,BV-BRC
2880617997,Erythromycin,Susceptible,NCBI
1105116.3,Amoxicillin,Susceptible,BV-BRC
1280.41702,Clindamycin,Resistant,BV-BRC
562.7789,Ampicillin,Susceptible,BV-BRC
28901.22601,Gentamicin,Susceptible,BV-BRC
3170468230,Clindamycin,Susceptible,NCBI
562.77303,Amoxicillin,Resistant,BV-BRC
485.14509,Azithromycin,Susceptible,BV-BRC
1313.46210,Penicillin,Susceptible,BV-BRC
1280.39970,Ciprofloxacin,Resistant,BV-BRC
28901.9133,Azithromycin,Susceptible,BV-BRC
3244054732,Ciprofloxacin,Susceptible,NCBI
2899850574,Tetracycline,Resistant,NCBI
1384089725,Tetracycline,Susceptible,NCBI
59201.4091,Ciprofloxacin,Resistant,BV-BRC
2955744193,Amoxicillin,Resistant,NCBI
3141880525,Tetracycline,Susceptible,NCBI
1313.46551,Erythromycin,Resistant,BV-BRC
2711515744,Ofloxacin,Resistant,NCBI
485.14879,Azithromycin,Susceptible,BV-BRC
3203225881,Gentamicin,Susceptible,NCBI
573.40306,Meropenem,Susceptible,BV-BRC
1496.1015,Azithromycin,Resistant,BV-BRC
1765920235,Tetracycline,Resistant,NCBI
1883825493,Meropenem,Resistant,NCBI
1818695547,Levofloxacin,Resistant,NCBI
485.775,Azithromycin,Susceptible,BV-BRC
3141880525,Amoxicillin,Resistant,NCBI
90371.7140,Meropenem,Susceptible,BV-BRC
1280.43096,Ciprofloxacin,Resistant,BV-BRC
3207047394,Ampicillin,Resistant,NCBI
1717.879,Clindamycin,Resistant,BV-BRC
1280.11215,Erythromycin,Resistant,BV-BRC
1280.55535,Erythromycin,Resistant,BV-BRC
2962047770,Amoxicillin,Resistant,NCBI
1799538497,Tetracycline,Resistant,NCBI
2878217012,Penicillin,Susceptible,NCBI
3199876370,Gentamicin,Susceptible,NCBI
3060231389,Vancomycin,Susceptible,NCBI
485.5289,Cefixime,Susceptible,BV-BRC
1313.25439,Erythromycin,Resistant,BV-BRC
1313.46319,Tetracycline,Susceptible,BV-BRC
2865834126,Meropenem,Susceptible,NCBI
1280.33802,Penicillin,Susceptible,BV-BRC
573.44048,Ampicillin,Resistant,BV-BRC
3136400844,Tetracycline,Susceptible,NCBI
573.67182,Gentamicin,Susceptible,BV-BRC
1280.32339,Tetracycline,Susceptible,BV-BRC
485.18822,Cefixime,Susceptible,BV-BRC
1280.9353,Gentamicin,Resistant,BV-BRC
1773.37754,Ofloxacin,Resistant,BV-BRC
562.98626,Ampicillin,Resistant,BV-BRC
1280.38614,Clindamycin,Susceptible,BV-BRC
3263661931,Ciprofloxacin,Susceptible,NCBI
2075489083,Gentamicin,Resistant,NCBI
1280.11193,Penicillin,Resistant,BV-BRC
485.4819,Cefixime,Susceptible,BV-BRC
1348934935,Meropenem,Resistant,NCBI
2708223714,Penicillin,Resistant,NCBI
573.62350,Meropenem,Resistant,BV-BRC
485.475,Azithromycin,Resistant,BV-BRC
562.100518,Ampicillin,Resistant,BV-BRC
562.140891,Ciprofloxacin,Resistant,BV-BRC
1773.14429,Ofloxacin,Susceptible,BV-BRC
1773.933,Ofloxacin,Resistant,BV-BRC
573.15447,Ofloxacin,Resistant,BV-BRC
1313.23391,Tetracycline,Resistant,BV-BRC
287.24589,Levofloxacin,Resistant,BV-BRC
28901.22178,Ampicillin,Susceptible,BV-BRC
1733.4403,Ofloxacin,Susceptible,BV-BRC
28901.22102,Meropenem,Susceptible,BV-BRC
2310750185,Clindamycin,Susceptible,NCBI
1280.45327,Gentamicin,Susceptible,BV-BRC
28901.8726,Ampicillin,Susceptible,BV-BRC
1773.33596,Ofloxacin,Resistant,BV-BRC
1717.1033,Amoxicillin,Susceptible,BV-BRC
1280.25043,Erythromycin,Resistant,BV-BRC
1158648.3,Vancomycin,Resistant,BV-BRC
749522.3,Vancomycin,Resistant,BV-BRC
3244023781,Meropenem,Susceptible,NCBI
1692764280,Ampicillin,Susceptible,NCBI
1313.37835,Erythromycin,Resistant,BV-BRC
3199582648,Levofloxacin,Susceptible,NCBI
1280.14697,Clindamycin,Resistant,BV-BRC
1176470778,Erythromycin,Susceptible,NCBI
562.100605,Meropenem,Susceptible,BV-BRC
1987567265,Azithromycin,Susceptible,NCBI
1313.31287,Penicillin,Susceptible,BV-BRC
1313.25093,Penicillin,Susceptible,BV-BRC
1773.42577,Levofloxacin,Susceptible,BV-BRC
1397861.3,Ofloxacin,Resistant,BV-BRC
28901.22951,Ampicillin,Susceptible,BV-BRC
1773.18419,Ofloxacin,Resistant,BV-BRC
485.9868,Cefixime,Resistant,BV-BRC
287.17520,Levofloxacin,Susceptible,BV-BRC
1280.17056,Erythromycin,Resistant,BV-BRC
2711443226,Levofloxacin,Resistant,NCBI
485.12970,Penicillin,Susceptible,BV-BRC
2802716893,Azithromycin,Susceptible,NCBI
3275998358,Erythromycin,Susceptible,NCBI
573.30013,Meropenem,Resistant,BV-BRC
2969949849,Amoxicillin,Resistant,NCBI
573.77971,Tetracycline,Resistant,BV-BRC
562.77129,Amoxicillin,Resistant,BV-BRC
3201279292,Erythromycin,Susceptible,NCBI
1243346671,Clindamycin,Resistant,NCBI
2562502731,Levofloxacin,Susceptible,NCBI
1352.9663,Vancomycin,Resistant,BV-BRC
1717.1019,Amoxicillin,Susceptible,BV-BRC
573.33179,Meropenem,Resistant,BV-BRC
573.20274,Gentamicin,Resistant,BV-BRC
1015484279,Azithromycin,Resistant,NCBI
1352.11645,Vancomycin,Susceptible,BV-BRC
1280.43541,Clindamycin,Resistant,BV-BRC
485.18842,Cefixime,Susceptible,BV-BRC
3107109497,Levofloxacin,Susceptible,NCBI
1279190027,Azithromycin,Resistant,NCBI
573.13187,Meropenem,Susceptible,BV-BRC
573.50476,Levofloxacin,Resistant,BV-BRC
2578083533,Ciprofloxacin,Susceptible,NCBI
573.33881,Meropenem,Resistant,BV-BRC
573.13401,Ampicillin,Resistant,BV-BRC
2843942925,Ciprofloxacin,Susceptible,NCBI
1280.16970,Ciprofloxacin,Resistant,BV-BRC
485.17853,Levofloxacin,Resistant,BV-BRC
2180258695,Clindamycin,Susceptible,NCBI
149385.27,Gentamicin,Susceptible,BV-BRC
1280.24191,Tetracycline,Susceptible,BV-BRC
90371.7070,Meropenem,Susceptible,BV-BRC
1313.19736,Tetracycline,Susceptible,BV-BRC
1313.22094,Penicillin,Susceptible,BV-BRC
1773.39654,Ofloxacin,Susceptible,BV-BRC
3199594673,Gentamicin,Susceptible,NCBI
1280.9810,Vancomycin,Susceptible,BV-BRC
1773.5247,Amoxicillin,Susceptible,BV-BRC
197.15935,Azithromycin,Susceptible,BV-BRC
3036201701,Ofloxacin,Susceptible,NCBI
1280.24878,Clindamycin,Resistant,BV-BRC
3199579730,Ofloxacin,Susceptible,NCBI
2866146723,Tetracycline,Susceptible,NCBI
1352.10039,Ampicillin,Resistant,BV-BRC
3108848452,Meropenem,Susceptible,NCBI
1227281168,Clindamycin,Resistant,NCBI
72407.2892,Amoxicillin,Resistant,BV-BRC
90370.5422,Ampicillin,Resistant,BV-BRC
3182095778,Ampicillin,Resistant,NCBI
1799666409,Clindamycin,Resistant,NCBI
1352.7870,Vancomycin,Susceptible,BV-BRC
485.17493,Azithromycin,Susceptible,BV-BRC
828959694,Clindamycin,Resistant,NCBI
1375394512,Erythromycin,Resistant,NCBI
1313.47809,Tetracycline,Resistant,BV-BRC
1280.32587,Penicillin,Resistant,BV-BRC
573.13291,Levofloxacin,Resistant,BV-BRC
1773.33857,Ofloxacin,Susceptible,BV-BRC
573.65927,Levofloxacin,Susceptible,BV-BRC
3148321665,Cefixime,Susceptible,NCBI
624.2340,Azithromycin,Resistant,BV-BRC
662712225,Clindamycin,Resistant,NCBI
3264709070,Azithromycin,Susceptible,NCBI
1280.52384,Erythromycin,Resistant,BV-BRC
1702170.42,Gentamicin,Resistant,BV-BRC
1352.10019,Vancomycin,Resistant,BV-BRC
485.5432,Cefixime,Susceptible,BV-BRC
2672029732,Gentamicin,Susceptible,NCBI
573.23204,Gentamicin,Resistant,BV-BRC
3269442114,Ampicillin,Resistant,NCBI
573.31221,Ciprofloxacin,Susceptible,BV-BRC
1313.45780,Penicillin,Susceptible,BV-BRC
1280.51751,Gentamicin,Susceptible,BV-BRC
1055537.17,Amoxicillin,Resistant,BV-BRC
2583592.5,Ofloxacin,Susceptible,BV-BRC
3263475746,Ampicillin,Resistant,NCBI
72407.2039,Tetracycline,Resistant,BV-BRC
1773.41426,Ofloxacin,Resistant,BV-BRC
1280.51520,Clindamycin,Susceptible,BV-BRC
1313.14620,Erythromycin,Susceptible,BV-BRC
562.144946,Ampicillin,Susceptible,BV-BRC
2083749371,Vancomycin,Susceptible,NCBI
573.57207,Levofloxacin,Resistant,BV-BRC
573.50821,Meropenem,Resistant,BV-BRC
2862634628,Ofloxacin,Susceptible,NCBI
1280.35614,Erythromycin,Resistant,BV-BRC
1773.5220,Amoxicillin,Susceptible,BV-BRC
28901.23181,Gentamicin,Susceptible,BV-BRC
1280.34359,Tetracycline,Susceptible,BV-BRC
1280.41608,Penicillin,Resistant,BV-BRC
573.13564,Meropenem,Susceptible,BV-BRC
287.7763,Levofloxacin,Susceptible,BV-BRC
573.23993,Meropenem,Susceptible,BV-BRC
562.23357,Amoxicillin,Susceptible,BV-BRC
1280.55530,Clindamycin,Resistant,BV-BRC
573.57175,Meropenem,Susceptible,BV-BRC
3199618274,Tetracycline,Susceptible,NCBI
573.77797,Meropenem,Resistant,BV-BRC
1313.23173,Penicillin,Susceptible,BV-BRC
1313.16866,Erythromycin,Resistant,BV-BRC
2718286284,Levofloxacin,Resistant,NCBI
3136405700,Amoxicillin,Resistant,NCBI
573.45898,Gentamicin,Susceptible,BV-BRC
2209085910,Penicillin,Resistant,NCBI
1209218693,Tetracycline,Susceptible,NCBI
2862574463,Gentamicin,Susceptible,NCBI
3038494192,Levofloxacin,Susceptible,NCBI
562.98759,Meropenem,Susceptible,BV-BRC
573.13426,Ciprofloxacin,Resistant,BV-BRC
1352.9416,Vancomycin,Resistant,BV-BRC
573.52664,Tetracycline,Susceptible,BV-BRC
573.49544,Levofloxacin,Susceptible,BV-BRC
1280.16641,Clindamycin,Susceptible,BV-BRC
2711743983,Amoxicillin,Susceptible,NCBI
2205075329,Cefixime,Resistant,NCBI
485.6971,Cefixime,Susceptible,BV-BRC
2898095356,Levofloxacin,Susceptible,NCBI
72407.1693,Levofloxacin,Susceptible,BV-BRC
1559950644,Vancomycin,Susceptible,NCBI
3135652940,Tetracycline,Susceptible,NCBI
1313.7012,Vancomycin,Susceptible,BV-BRC
1246623.3,Amoxicillin,Resistant,BV-BRC
1028486342,Azithromycin,Resistant,NCBI
573.40456,Levofloxacin,Resistant,BV-BRC
1280.43427,Penicillin,Susceptible,BV-BRC
1773.40996,Ofloxacin,Susceptible,BV-BRC
2862617508,Gentamicin,Susceptible,NCBI
3170434260,Erythromycin,Susceptible,NCBI
1397857.3,Ofloxacin,Resistant,BV-BRC
2860093710,Cefixime,Susceptible,NCBI
28901.24679,Ampicillin,Resistant,BV-BRC
3003382864,Gentamicin,Resistant,NCBI
1524423016,Clindamycin,Resistant,NCBI
2274171541,Cefixime,Susceptible,NCBI
1422029.3,Ofloxacin,Resistant,BV-BRC
1773.40726,Levofloxacin,Resistant,BV-BRC
562.23216,Amoxicillin,Susceptible,BV-BRC
573.13633,Gentamicin,Resistant,BV-BRC
573.78191,Gentamicin,Susceptible,BV-BRC
1313.26439,Erythromycin,Resistant,BV-BRC
1280.28375,Penicillin,Resistant,BV-BRC
1313.34208,Erythromycin,Resistant,BV-BRC
1425183808,Tetracycline,Resistant,NCBI
573.78568,Meropenem,Susceptible,BV-BRC
800893094,Azithromycin,Resistant,NCBI
1563364472,Penicillin,Resistant,NCBI
1313.22653,Erythromycin,Susceptible,BV-BRC
754380545,Penicillin,Resistant,NCBI
1280.29911,Penicillin,Resistant,BV-BRC
1280.17767,Erythromycin,Resistant,BV-BRC
1796927901,Tetracycline,Resistant,NCBI
1280.10006,Vancomycin,Susceptible,BV-BRC
72407.586,Ciprofloxacin,Resistant,BV-BRC
624.4174,Azithromycin,Resistant,BV-BRC
1280.36057,Ciprofloxacin,Susceptible,BV-BRC
573.67059,Levofloxacin,Susceptible,BV-BRC
573.78749,Ciprofloxacin,Susceptible,BV-BRC
485.7794,Cefixime,Susceptible,BV-BRC
2612200134,Erythromycin,Susceptible,NCBI
1717.973,Amoxicillin,Susceptible,BV-BRC
28901.24550,Tetracycline,Resistant,BV-BRC
2079516275,Gentamicin,Susceptible,NCBI
573.28670,Gentamicin,Susceptible,BV-BRC
2128747900,Erythromycin,Susceptible,NCBI
90371.7114,Ampicillin,Susceptible,BV-BRC
573.79409,Gentamicin,Susceptible,BV-BRC
2710852359,Ampicillin,Resistant,NCBI
470.7574,Levofloxacin,Resistant,BV-BRC
2862603359,Ofloxacin,Susceptible,NCBI
3135292607,Gentamicin,Resistant,NCBI
1773.38801,Ofloxacin,Susceptible,BV-BRC
573.21243,Levofloxacin,Susceptible,BV-BRC
1280.33394,Penicillin,Resistant,BV-BRC
573.73546,Levofloxacin,Resistant,BV-BRC
1352.1499,Vancomycin,Resistant,BV-BRC
287.33615,Levofloxacin,Susceptible,BV-BRC
573.29668,Meropenem,Resistant,BV-BRC
1280.9454,Vancomycin,Susceptible,BV-BRC
573.21920,Gentamicin,Resistant,BV-BRC
562.65288,Ampicillin,Resistant,BV-BRC
3004632367,Gentamicin,Resistant,NCBI
1280.43121,Clindamycin,Resistant,BV-BRC
573.66139,Meropenem,Resistant,BV-BRC
59201.4101,Ampicillin,Susceptible,BV-BRC
973752559,Azithromycin,Resistant,NCBI
58712.62,Ciprofloxacin,Susceptible,BV-BRC
2039932262,Levofloxacin,Susceptible,NCBI
573.48044,Ciprofloxacin,Susceptible,BV-BRC
1397853.3,Ofloxacin,Resistant,BV-BRC
573.66352,Ampicillin,Resistant,BV-BRC
562.100739,Meropenem,Susceptible,BV-BRC
2439022081,Vancomycin,Susceptible,NCBI
1352.9744,Vancomycin,Resistant,BV-BRC
1280.25079,Penicillin,Resistant,BV-BRC
2240447379,Tetracycline,Resistant,NCBI
1773.17646,Ofloxacin,Susceptible,BV-BRC
624.3233,Ampicillin,Susceptible,BV-BRC
573.31664,Levofloxacin,Resistant,BV-BRC
1313.31039,Penicillin,Susceptible,BV-BRC
2860059631,Penicillin,Resistant,NCBI
760801.3,Tetracycline,Resistant,BV-BRC
1773.8253,Ofloxacin,Susceptible,BV-BRC
1890115558,Ciprofloxacin,Susceptible,NCBI
573.21084,Tetracycline,Resistant,BV-BRC
1717.880,Amoxicillin,Susceptible,BV-BRC
287.5702,Levofloxacin,Resistant,BV-BRC
72407.1402,Meropenem,Resistant,BV-BRC
72407.919,Levofloxacin,Resistant,BV-BRC
3243102244,Cefixime,Susceptible,NCBI
2416246857,Meropenem,Resistant,NCBI
1352.9644,Ampicillin,Resistant,BV-BRC
1352.1769,Vancomycin,Resistant,BV-BRC
3113361359,Erythromycin,Susceptible,NCBI
1313.20431,Erythromycin,Resistant,BV-BRC
1717.971,Amoxicillin,Susceptible,BV-BRC
2865814755,Ofloxacin,Susceptible,NCBI
2620332255,Meropenem,Resistant,NCBI
3069129929,Ampicillin,Susceptible,NCBI
3031133405,Gentamicin,Resistant,NCBI
2553936467,Vancomycin,Susceptible,NCBI
1313.45211,Vancomycin,Susceptible,BV-BRC
1313.45871,Vancomycin,Susceptible,BV-BRC
1818734910,Cefixime,Susceptible,NCBI
2447930372,Penicillin,Resistant,NCBI
485.5340,Cefixime,Susceptible,BV-BRC
3053955059,Ofloxacin,Resistant,NCBI
485.13731,Penicillin,Susceptible,BV-BRC
1280.55423,Gentamicin,Resistant,BV-BRC
624.2470,Azithromycin,Resistant,BV-BRC
1280.53206,Penicillin,Resistant,BV-BRC
3191790981,Penicillin,Resistant,NCBI
485.18680,Azithromycin,Susceptible,BV-BRC
485.5075,Cefixime,Susceptible,BV-BRC
287.27658,Levofloxacin,Resistant,BV-BRC
1773.36149,Ofloxacin,Susceptible,BV-BRC
1280.25063,Ciprofloxacin,Resistant,BV-BRC
3000954658,Vancomycin,Susceptible,NCBI
485.339,Azithromycin,Resistant,BV-BRC
2871117431,Ofloxacin,Susceptible,NCBI
2484084529,Penicillin,Susceptible,NCBI
28901.23533,Tetracycline,Susceptible,BV-BRC
1295807.3,Ofloxacin,Resistant,BV-BRC
1352.9882,Vancomycin,Resistant,BV-BRC
399587.85,Azithromycin,Resistant,BV-BRC
624.4324,Azithromycin,Resistant,BV-BRC
1899907792,Erythromycin,Susceptible,NCBI
573.25596,Gentamicin,Resistant,BV-BRC
2638030649,Clindamycin,Susceptible,NCBI
485.18558,Penicillin,Susceptible,BV-BRC
28901.10111,Ampicillin,Susceptible,BV-BRC
573.15689,Gentamicin,Resistant,BV-BRC
562.77404,Amoxicillin,Resistant,BV-BRC
3084683178,Meropenem,Resistant,NCBI
573.41340,Levofloxacin,Susceptible,BV-BRC
573.66382,Gentamicin,Susceptible,BV-BRC
546.2134,Ampicillin,Resistant,BV-BRC
1280.36869,Clindamycin,Resistant,BV-BRC
3069134770,Ofloxacin,Susceptible,NCBI
3035551942,Ofloxacin,Susceptible,NCBI
1773.40664,Ofloxacin,Susceptible,BV-BRC
3112152859,Meropenem,Susceptible,NCBI
3201407296,Erythromycin,Susceptible,NCBI
3201279077,Gentamicin,Susceptible,NCBI
3134220755,Gentamicin,Resistant,NCBI
573.46816,Ciprofloxacin,Resistant,BV-BRC
3173347179,Clindamycin,Susceptible,NCBI
1313.25658,Penicillin,Susceptible,BV-BRC
485.5575,Azithromycin,Susceptible,BV-BRC
1280.18067,Tetracycline,Susceptible,BV-BRC
485.3212,Cefixime,Resistant,BV-BRC
573.13793,Levofloxacin,Resistant,BV-BRC
1280.38605,Gentamicin,Susceptible,BV-BRC
3037645490,Amoxicillin,Resistant,NCBI
3029730345,Gentamicin,Resistant,NCBI
1280.36991,Clindamycin,Resistant,BV-BRC
1773.18522,Ofloxacin,Resistant,BV-BRC
2835758699,Ciprofloxacin,Susceptible,NCBI
1280.38026,Clindamycin,Susceptible,BV-BRC
573.45099,Meropenem,Resistant,BV-BRC
1313.41965,Erythromycin,Resistant,BV-BRC
624.4212,Azithromycin,Resistant,BV-BRC
1280.48260,Clindamycin,Susceptible,BV-BRC
1352.11661,Vancomycin,Resistant,BV-BRC
573.33237,Meropenem,Resistant,BV-BRC
287.6326,Levofloxacin,Resistant,BV-BRC
195.2218,Azithromycin,Resistant,BV-BRC
1940920428,Ofloxacin,Resistant,NCBI
28901.8971,Tetracycline,Susceptible,BV-BRC
1561204449,Ciprofloxacin,Resistant,NCBI
2970366634,Amoxicillin,Resistant,NCBI
1733.1130,Ofloxacin,Resistant,BV-BRC
485.5106,Cefixime,Susceptible,BV-BRC
2787059685,Cefixime,Susceptible,NCBI
2007954630,Levofloxacin,Resistant,NCBI
1280.46909,Tetracycline,Resistant,BV-BRC
1280.49483,Ciprofloxacin,Resistant,BV-BRC
1773.41162,Ofloxacin,Susceptible,BV-BRC
1352.1919,Vancomycin,Resistant,BV-BRC
2959294317,Ofloxacin,Resistant,NCBI
573.32336,Gentamicin,Susceptible,BV-BRC
1313.45178,Vancomycin,Susceptible,BV-BRC
2580851480,Amoxicillin,Susceptible,NCBI
2452059389,Penicillin,Susceptible,NCBI
485.13173,Azithromycin,Susceptible,BV-BRC
562.99648,Ampicillin,Resistant,BV-BRC
1280.29734,Erythromycin,Resistant,BV-BRC
573.42938,Levofloxacin,Susceptible,BV-BRC
3068101657,Ofloxacin,Susceptible,NCBI
1352.9853,Vancomycin,Resistant,BV-BRC
72407.2434,Levofloxacin,Resistant,BV-BRC
1773.32737,Ofloxacin,Susceptible,BV-BRC
3048840025,Vancomycin,Resistant,NCBI
1352.1893,Vancomycin,Resistant,BV-BRC
573.24096,Ciprofloxacin,Resistant,BV-BRC
1313.46074,Azithromycin,Resistant,BV-BRC
1280.27474,Gentamicin,Susceptible,BV-BRC
485.595,Azithromycin,Resistant,BV-BRC
3173347180,Gentamicin,Susceptible,NCBI
2711189920,Amoxicillin,Resistant,NCBI
624.3767,Meropenem,Susceptible,BV-BRC
1280.15891,Penicillin,Resistant,BV-BRC
1151176235,Azithromycin,Resistant,NCBI
3203330231,Amoxicillin,Resistant,NCBI
1718948475,Gentamicin,Susceptible,NCBI
1280.34892,Penicillin,Susceptible,BV-BRC
1280.33605,Penicillin,Resistant,BV-BRC
573.13854,Ciprofloxacin,Resistant,BV-BRC
573.44092,Meropenem,Resistant,BV-BRC
2552265576,Gentamicin,Resistant,NCBI
574.27,Gentamicin,Resistant,BV-BRC
28901.23964,Ampicillin,Susceptible,BV-BRC
1773.10729,Ofloxacin,Resistant,BV-BRC
1773.41682,Ofloxacin,Resistant,BV-BRC
1280.26007,Gentamicin,Susceptible,BV-BRC
2482294887,Erythromycin,Susceptible,NCBI
470.7899,Ampicillin,Resistant,BV-BRC
562.99763,Ciprofloxacin,Susceptible,BV-BRC
1818190346,Meropenem,Resistant,NCBI
74703.5,Vancomycin,Susceptible,BV-BRC
1773.43188,Ofloxacin,Susceptible,BV-BRC
2188375176,Levofloxacin,Resistant,NCBI
562.57373,Ciprofloxacin,Resistant,BV-BRC
562.77309,Amoxicillin,Resistant,BV-BRC
1280.55391,Tetracycline,Resistant,BV-BRC
1313.18726,Erythromycin,Susceptible,BV-BRC
2283899671,Ampicillin,Susceptible,NCBI
1313.20686,Tetracycline,Susceptible,BV-BRC
3108814587,Amoxicillin,Susceptible,NCBI
1072459.32,Amoxicillin,Resistant,BV-BRC
3093171319,Amoxicillin,Resistant,NCBI
1280.9839,Gentamicin,Susceptible,BV-BRC
562.64865,Amoxicillin,Resistant,BV-BRC
28901.10083,Ampicillin,Susceptible,BV-BRC
573.29557,Meropenem,Susceptible,BV-BRC
1280.51834,Erythromycin,Resistant,BV-BRC
1313.47289,Erythromycin,Susceptible,BV-BRC
3057771157,Levofloxacin,Susceptible,NCBI
573.64003,Meropenem,Resistant,BV-BRC
1313.46179,Clindamycin,Susceptible,BV-BRC
1313.14869,Erythromycin,Susceptible,BV-BRC
2295012681,Ciprofloxacin,Susceptible,NCBI
3244030233,Ampicillin,Resistant,NCBI
2866104404,Penicillin,Resistant,NCBI
3108833236,Levofloxacin,Susceptible,NCBI
1280.25870,Ciprofloxacin,Resistant,BV-BRC
1280.51678,Erythromycin,Susceptible,BV-BRC
2991388613,Ampicillin,Susceptible,NCBI
573.13495,Meropenem,Susceptible,BV-BRC
1352.1772,Vancomycin,Resistant,BV-BRC
1280.13818,Clindamycin,Resistant,BV-BRC
2449998498,Ciprofloxacin,Resistant,NCBI
1734198865,Azithromycin,Resistant,NCBI
3275998696,Erythromycin,Susceptible,NCBI
197.16239,Azithromycin,Susceptible,BV-BRC
485.5012,Cefixime,Susceptible,BV-BRC
28901.23623,Ampicillin,Susceptible,BV-BRC
2714062885,Levofloxacin,Resistant,NCBI
562.23554,Amoxicillin,Resistant,BV-BRC
562.7758,Azithromycin,Susceptible,BV-BRC
2672029067,Clindamycin,Susceptible,NCBI
2574919428,Meropenem,Resistant,NCBI
1055537.18,Amoxicillin,Resistant,BV-BRC
2154183699,Clindamycin,Susceptible,NCBI
1280.38405,Clindamycin,Susceptible,BV-BRC
1313.45682,Penicillin,Resistant,BV-BRC
2314107902,Gentamicin,Susceptible,NCBI
3219576616,Gentamicin,Susceptible,NCBI
1280.33366,Clindamycin,Resistant,BV-BRC
28901.23998,Gentamicin,Susceptible,BV-BRC
1751996800,Amoxicillin,Susceptible,NCBI
1773.10559,Ofloxacin,Resistant,BV-BRC
573.57305,Gentamicin,Susceptible,BV-BRC
1311.2991,Clindamycin,Resistant,BV-BRC
1280.55502,Erythromycin,Susceptible,BV-BRC
1773.5065,Amoxicillin,Susceptible,BV-BRC
2786697030,Ampicillin,Resistant,NCBI
836556411,Meropenem,Resistant,NCBI
2577498191,Gentamicin,Susceptible,NCBI
573.15258,Tetracycline,Susceptible,BV-BRC
1027690550,Ampicillin,Susceptible,NCBI
573.27198,Meropenem,Susceptible,BV-BRC
1733.1041,Ofloxacin,Resistant,BV-BRC
485.5347,Cefixime,Susceptible,BV-BRC
3108711610,Gentamicin,Resistant,NCBI
1733.3484,Ofloxacin,Susceptible,BV-BRC
573.21044,Levofloxacin,Susceptible,BV-BRC
485.15003,Ciprofloxacin,Susceptible,BV-BRC
573.67018,Meropenem,Susceptible,BV-BRC
1313.27975,Erythromycin,Resistant,BV-BRC
1352.10474,Ampicillin,Susceptible,BV-BRC
1313.31019,Penicillin,Susceptible,BV-BRC
1438780.3,Gentamicin,Susceptible,BV-BRC
1243326948,Erythromycin,Resistant,NCBI
485.5011,Cefixime,Susceptible,BV-BRC
1313.45366,Penicillin,Susceptible,BV-BRC
2780305421,Levofloxacin,Susceptible,NCBI
2783179633,Ofloxacin,Susceptible,NCBI
2487240357,Levofloxacin,Resistant,NCBI
46170.594,Ciprofloxacin,Susceptible,BV-BRC
573.18174,Levofloxacin,Susceptible,BV-BRC
573.23204,Ciprofloxacin,Resistant,BV-BRC
562.23126,Amoxicillin,Susceptible,BV-BRC
1313.26147,Penicillin,Susceptible,BV-BRC
1280.33035,Erythromycin,Resistant,BV-BRC
1394436632,Ciprofloxacin,Susceptible,NCBI
1387059712,Clindamycin,Resistant,NCBI
485.17742,Cefixime,Resistant,BV-BRC
573.25964,Tetracycline,Resistant,BV-BRC
470.7873,Ampicillin,Resistant,BV-BRC
808702513,Erythromycin,Resistant,NCBI
1280.13747,Clindamycin,Resistant,BV-BRC
287.4433,Levofloxacin,Susceptible,BV-BRC
2956664761,Levofloxacin,Resistant,NCBI
1427281.3,Ofloxacin,Resistant,BV-BRC
287.18413,Levofloxacin,Resistant,BV-BRC
28901.827,Azithromycin,Susceptible,BV-BRC
399587.79,Tetracycline,Resistant,BV-BRC
573.44807,Tetracycline,Resistant,BV-BRC
485.5302,Azithromycin,Susceptible,BV-BRC
1280.16257,Penicillin,Resistant,BV-BRC
1280.16850,Clindamycin,Resistant,BV-BRC
899729770,Clindamycin,Resistant,NCBI
1773.16110,Ofloxacin,Resistant,BV-BRC
562.99180,Ampicillin,Susceptible,BV-BRC
624.2536,Ciprofloxacin,Susceptible,BV-BRC
2551150954,Ofloxacin,Susceptible,NCBI
1280.44753,Erythromycin,Resistant,BV-BRC
1280.8254,Vancomycin,Susceptible,BV-BRC
2987383036,Vancomycin,Resistant,NCBI
287.5703,Levofloxacin,Susceptible,BV-BRC
2657343610,Vancomycin,Resistant,NCBI
562.23798,Amoxicillin,Resistant,BV-BRC
2871114983,Tetracycline,Susceptible,NCBI
1313.22665,Penicillin,Resistant,BV-BRC
573.41235,Ciprofloxacin,Resistant,BV-BRC
2970107358,Amoxicillin,Resistant,NCBI
573.14160,Ciprofloxacin,Resistant,BV-BRC
562.65438,Amoxicillin,Resistant,BV-BRC
1280.36402,Ciprofloxacin,Susceptible,BV-BRC
